System,Resolution,Count,Group
DROOLS,Out of Date,370,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Cannot Reproduce Bug,160,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Incomplete Description,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Deferred,36,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DROOLS,Migrated to another ITS,137,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,,1462,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Done,9559,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Won't Fix,367,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Rejected,632,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Duplicate Issue,352,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Out of Date,370,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Cannot Reproduce Bug,160,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Incomplete Description,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Deferred,36,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
DTGOV,Migrated to another ITS,137,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,,1597,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Done,10156,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Won't Fix,391,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Rejected,634,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Duplicate Issue,369,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Out of Date,370,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Cannot Reproduce Bug,179,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Incomplete Description,20,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Deferred,36,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ECLIPSE,Migrated to another ITS,137,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,,1597,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Done,10243,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Won't Fix,391,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Rejected,642,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Duplicate Issue,370,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Out of Date,371,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Cannot Reproduce Bug,179,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Incomplete Description,20,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Deferred,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EDG,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,,1610,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Done,10271,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Won't Fix,392,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Rejected,644,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Duplicate Issue,370,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Out of Date,371,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Cannot Reproduce Bug,179,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Incomplete Description,20,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Deferred,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBBOOK,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,,1630,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Done,10337,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Won't Fix,394,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Rejected,646,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Duplicate Issue,371,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Out of Date,371,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Cannot Reproduce Bug,179,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Partially Completed,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Incomplete Description,20,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Deferred,38,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBCLIENT,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,,2045,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Done,11676,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Won't Fix,420,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Rejected,762,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Duplicate Issue,426,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Out of Date,450,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Cannot Reproduce Bug,198,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Partially Completed,39,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Incomplete Description,26,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Deferred,47,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EJBTHREE,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,,2053,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Done,11741,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Won't Fix,433,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Rejected,766,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Duplicate Issue,427,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Out of Date,451,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Cannot Reproduce Bug,198,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Partially Completed,39,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Incomplete Description,26,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Deferred,47,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMB,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,,2166,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Done,11878,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Won't Fix,437,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Rejected,772,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Duplicate Issue,446,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Out of Date,459,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Cannot Reproduce Bug,202,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Partially Completed,40,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Incomplete Description,26,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Unresolved,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Deferred,47,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EMBJOPR,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,,2298,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Done,12573,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Won't Fix,474,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Rejected,772,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Duplicate Issue,476,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Out of Date,459,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Cannot Reproduce Bug,215,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Partially Completed,41,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Incomplete Description,27,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Unresolved,2,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Deferred,47,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTESB,Resolved at Apache,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,,2401,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Done,12889,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Won't Fix,487,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Rejected,774,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Duplicate Issue,484,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Out of Date,459,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Cannot Reproduce Bug,217,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Partially Completed,41,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Incomplete Description,29,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Unresolved,2,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Deferred,47,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENTMQ,Resolved at Apache,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,,2407,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Done,12932,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Won't Fix,488,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Rejected,774,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Duplicate Issue,486,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Out of Date,460,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Cannot Reproduce Bug,218,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Partially Completed,41,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Incomplete Description,29,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Unresolved,2,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Deferred,70,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Migrated to another ITS,151,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ENVERS,Resolved at Apache,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,,2493,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Done,13412,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Won't Fix,518,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Rejected,790,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Duplicate Issue,503,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Out of Date,485,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Cannot Reproduce Bug,224,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Partially Completed,50,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Incomplete Description,29,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Unresolved,2,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Deferred,70,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Migrated to another ITS,154,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ERRAI,Resolved at Apache,1,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,,2703,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Done,14372,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Won't Fix,637,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Rejected,790,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Duplicate Issue,534,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Out of Date,485,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Cannot Reproduce Bug,239,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Partially Completed,50,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Incomplete Description,29,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Unresolved,14,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Deferred,70,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Migrated to another ITS,154,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
ESB,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,,2703,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Done,15526,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Won't Fix,741,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Rejected,822,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Duplicate Issue,581,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Out of Date,534,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Cannot Reproduce Bug,276,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Partially Completed,51,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Incomplete Description,31,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Unresolved,14,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Deferred,70,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Migrated to another ITS,154,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
EXOJCR,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,,2729,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Done,15601,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Won't Fix,748,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Rejected,822,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Duplicate Issue,583,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Out of Date,534,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Cannot Reproduce Bug,277,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Partially Completed,51,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Incomplete Description,31,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Unresolved,14,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Deferred,70,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Migrated to another ITS,154,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FMC,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,,2931,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Done,16399,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Won't Fix,800,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Rejected,848,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Duplicate Issue,609,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Out of Date,567,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Cannot Reproduce Bug,303,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Partially Completed,56,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Incomplete Description,34,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Deferred,73,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGE,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,,3021,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Done,16459,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Won't Fix,800,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Rejected,849,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Duplicate Issue,612,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Out of Date,568,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Cannot Reproduce Bug,304,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Partially Completed,56,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Incomplete Description,34,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Deferred,73,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FORGEPLUGINS,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,,3090,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Done,16523,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Won't Fix,805,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Rejected,849,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Duplicate Issue,613,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Out of Date,568,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Cannot Reproduce Bug,304,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Partially Completed,56,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Incomplete Description,34,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Deferred,73,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
FUSEFORGE,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,,3105,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Done,16577,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Won't Fix,805,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Rejected,849,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Duplicate Issue,614,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Out of Date,570,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Cannot Reproduce Bug,304,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Partially Completed,56,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Incomplete Description,34,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Deferred,73,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GADGETS,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,,3192,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Done,16792,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Won't Fix,826,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Rejected,852,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Duplicate Issue,627,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Out of Date,590,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Cannot Reproduce Bug,309,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Partially Completed,57,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Incomplete Description,35,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Deferred,74,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GPD,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,,3213,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Done,16804,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Won't Fix,827,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Rejected,853,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Duplicate Issue,627,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Out of Date,590,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Cannot Reproduce Bug,309,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Partially Completed,57,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Incomplete Description,35,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Deferred,74,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GRAVEL,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,,3222,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Done,16844,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Won't Fix,829,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Rejected,853,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Duplicate Issue,630,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Out of Date,591,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Cannot Reproduce Bug,311,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Partially Completed,57,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Incomplete Description,35,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Deferred,76,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Migrated to another ITS,162,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMGMT,Resolved at Apache,168,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,,3225,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Done,16887,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Won't Fix,831,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Rejected,853,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Duplicate Issue,630,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Out of Date,591,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Cannot Reproduce Bug,311,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Partially Completed,57,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
GTNMOP,Incomplete Description,35,2015_Jira_Repository_Dataset_Ortu\Emotion_JBOSS
