System,Resolution,Count,Group
MULTIARCH,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
MULTIARCH,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
MULTIARCH,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
MULTIARCH,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
MULTIARCH,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,,23581,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Done,161417,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Out of Date,13865,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Won't Do,2760,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Duplicate Issue,7749,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Won't Fix,5728,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Rejected,9031,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Cannot Reproduce,3332,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Partially Completed,495,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Not a Bug,224,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Duplicate,180,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Fixed,138,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Obsolete,118,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Upstream,17,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Incomplete,6,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NE,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,,23630,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Done,161476,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Out of Date,13865,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Won't Do,2760,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Duplicate Issue,7749,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Won't Fix,5728,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Rejected,9031,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Cannot Reproduce,3332,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Partially Completed,495,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Not a Bug,224,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Duplicate,180,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Fixed,138,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Obsolete,118,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Upstream,17,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Incomplete,6,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NETOBSERV,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,,23650,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Done,161748,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Out of Date,13873,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Won't Do,2762,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Duplicate Issue,7752,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Won't Fix,5738,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Rejected,9034,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Cannot Reproduce,3333,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Not a Bug,224,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Duplicate,180,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Fixed,138,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Obsolete,118,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Upstream,17,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Incomplete,6,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NEXUS,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,,23746,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Done,162017,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Won't Do,2766,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
NOTIF,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,,23775,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Done,162018,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Won't Do,2766,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OBSDA,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,,23836,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Done,162136,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Won't Do,2766,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPCLOUD,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,,23923,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Done,162222,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Won't Do,2766,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPNODE,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,,24146,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Done,162369,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Won't Do,2766,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OCPPLAN,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,,24254,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Done,163208,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Won't Do,2919,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ODC,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,,24506,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Done,163328,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Won't Do,2920,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ODH,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,,24598,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Done,163464,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Out of Date,13879,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Won't Do,2920,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Duplicate Issue,7756,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Won't Fix,5739,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Rejected,9038,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Cannot Reproduce,3334,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Explained,1335,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Fixed,139,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OLM,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,,24680,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Done,163659,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Out of Date,13883,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Won't Do,2936,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Duplicate Issue,7762,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Won't Fix,5742,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Deferred,1259,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Rejected,9041,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Cannot Reproduce,3335,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Explained,1338,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Partially Completed,497,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Incomplete Description,515,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Fixed,141,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
OPENJDK,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,,24709,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Done,165013,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Out of Date,14117,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Won't Do,2952,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Duplicate Issue,7784,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Won't Fix,5775,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Deferred,1264,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Rejected,9082,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Cannot Reproduce,3350,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Explained,1338,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Migrated to another ITS,388,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Partially Completed,501,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Incomplete Description,516,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Not a Bug,227,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Duplicate,183,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Fixed,141,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Obsolete,119,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Resolved at Apache,121,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Invalid Ticket,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Upstream,18,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Incomplete,7,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Next Release,3,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Current Release,5,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,EOL,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,Errata,2,2022_Public_Jira_Dataset_Montgomery\RedHat
ORG,BugzillaOrphan,5,2022_Public_Jira_Dataset_Montgomery\RedHat
OSASINFRA,,24844,2022_Public_Jira_Dataset_Montgomery\RedHat
OSASINFRA,Done,165311,2022_Public_Jira_Dataset_Montgomery\RedHat
